Date,SP500,Dividend,Earnings,Consumer Price Index,Long Interest Rate,Real Price,Real Dividend,Real Earnings,PE10
1931-07-01,14.33,0.89,0.76,15.1,3.51,282.13,17.46,14.96,15.52
1931-08-01,13.9,0.87,0.73,15.1,3.54,273.66,17.19,14.37,15.01
1931-09-01,11.83,0.86,0.7,15.0,3.57,234.46,17.04,13.87,12.82
1931-10-01,10.25,0.85,0.67,14.9,3.6,204.51,16.89,13.37,11.15
1931-11-01,10.39,0.83,0.64,14.7,3.62,210.12,16.85,12.94,11.42
1931-12-01,8.44,0.82,0.61,14.6,3.65,171.86,16.70,12.42,9.31
1932-01-01,8.3,0.79,0.59,14.3,3.68,172.55,16.49,12.33,9.31
1932-02-01,8.23,0.77,0.58,14.1,3.65,173.52,16.17,12.16,9.34
1932-03-01,8.26,0.74,0.56,14.0,3.62,175.40,15.71,11.89,9.41
1932-04-01,6.28,0.71,0.54,13.9,3.59,134.31,15.26,11.62,7.19
1932-05-01,5.51,0.69,0.53,13.7,3.56,119.57,14.90,11.43,6.39
1932-06-01,4.77,0.66,0.51,13.6,3.53,104.27,14.43,11.15,5.57
1932-07-01,5.01,0.63,0.49,13.6,3.5,109.51,13.84,10.78,5.84
1932-08-01,7.53,0.61,0.48,13.5,3.46,165.82,13.36,10.50,8.83
1932-09-01,8.26,0.58,0.46,13.4,3.43,183.25,12.87,10.21,9.76
1932-10-01,7.12,0.55,0.44,13.3,3.4,159.15,12.37,9.91,8.48
1932-11-01,7.05,0.53,0.43,13.2,3.37,158.78,11.86,9.61,8.46
1932-12-01,6.82,0.5,0.41,13.1,3.34,154.77,11.35,9.30,8.26
1933-01-01,7.09,0.49,0.41,12.9,3.31,163.39,11.41,9.51,8.73
1933-02-01,6.25,0.49,0.41,12.7,3.29,146.30,11.47,9.71,7.83
1933-03-01,6.23,0.48,0.42,12.6,3.28,146.99,11.44,9.85,7.87
1933-04-01,6.89,0.48,0.42,12.6,3.26,162.56,11.33,9.91,8.72
1933-05-01,8.87,0.47,0.42,12.6,3.25,209.28,11.21,9.97,11.25
1933-06-01,10.39,0.47,0.42,12.7,3.23,243.21,11.00,9.95,13.10
1933-07-01,11.23,0.47,0.43,13.1,3.21,254.85,10.55,9.70,13.75
1933-08-01,10.67,0.46,0.43,13.2,3.2,240.31,10.36,9.68,13.00
1933-09-01,10.58,0.46,0.43,13.2,3.18,238.28,10.25,9.74,12.92
1933-10-01,9.55,0.45,0.43,13.2,3.17,215.08,10.13,9.80,11.70
1933-11-01,9.78,0.45,0.44,13.2,3.15,220.26,10.02,9.85,12.01
1933-12-01,9.97,0.44,0.44,13.2,3.14,224.54,9.91,9.91,12.28
1934-01-01,10.54,0.44,0.44,13.2,3.12,237.38,9.93,10.00,13.03
1934-02-01,11.32,0.44,0.45,13.3,3.09,253.03,9.87,10.02,13.93
1934-03-01,10.74,0.44,0.45,13.3,3.06,240.06,9.89,10.11,13.25
1934-04-01,10.92,0.44,0.46,13.3,3.04,244.09,9.91,10.21,13.52
1934-05-01,9.81,0.44,0.46,13.3,3.01,219.28,9.93,10.30,12.18
1934-06-01,9.94,0.45,0.47,13.4,2.98,220.52,9.87,10.32,12.29
1934-07-01,9.47,0.45,0.47,13.4,2.96,210.10,9.89,10.41,11.74
1934-08-01,9.1,0.45,0.47,13.4,2.93,201.89,9.91,10.50,11.32
1934-09-01,8.88,0.45,0.48,13.6,2.9,194.11,9.78,10.44,10.91
1934-10-01,8.95,0.45,0.48,13.5,2.87,197.09,9.87,10.61,11.11
1934-11-01,9.2,0.45,0.49,13.5,2.84,202.59,9.89,10.70,11.45
1934-12-01,9.26,0.45,0.49,13.4,2.82,205.44,9.98,10.87,11.64
1935-01-01,9.26,0.45,0.57,13.6,2.79,202.42,9.84,12.46,11.50
1935-02-01,8.98,0.45,0.65,13.7,2.78,194.86,9.76,14.10,11.09
1935-03-01,8.41,0.45,0.73,13.7,2.77,182.49,9.76,15.84,10.40
1935-04-01,9.04,0.45,0.76,13.8,2.75,194.74,9.62,16.30,11.10
1935-05-01,9.75,0.44,0.78,13.8,2.74,210.04,9.55,16.87,11.99
1935-06-01,10.12,0.44,0.81,13.7,2.73,219.60,9.55,17.58,12.54
1935-07-01,10.65,0.44,0.79,13.7,2.72,231.10,9.55,17.22,13.20
1935-08-01,11.37,0.44,0.78,13.7,2.71,246.73,9.55,16.85,14.11
1935-09-01,11.61,0.44,0.76,13.7,2.7,251.93,9.55,16.49,14.42
1935-10-01,11.92,0.45,0.76,13.7,2.69,258.66,9.76,16.49,14.83
1935-11-01,13.04,0.46,0.76,13.8,2.67,280.91,9.91,16.37,16.13
1935-12-01,13.04,0.47,0.76,13.8,2.66,280.91,10.12,16.37,16.16
1936-01-01,13.76,0.48,0.77,13.8,2.65,296.42,10.34,16.59,17.09
1936-02-01,14.55,0.49,0.78,13.8,2.65,313.44,10.56,16.80,18.10
1936-03-01,14.86,0.5,0.79,13.7,2.66,322.46,10.85,17.14,18.66
1936-04-01,14.88,0.52,0.82,13.7,2.66,322.89,11.21,17.79,18.72
1936-05-01,14.09,0.53,0.85,13.7,2.66,305.75,11.57,18.44,17.75
1936-06-01,14.69,0.55,0.88,13.8,2.66,316.46,11.85,18.96,18.39
1936-07-01,15.56,0.57,0.9,13.9,2.67,332.79,12.19,19.25,19.36
1936-08-01,15.87,0.59,0.92,14.0,2.67,336.99,12.53,19.54,19.62
1936-09-01,16.05,0.61,0.94,14.0,2.67,340.82,12.95,19.96,19.86
1936-10-01,16.89,0.65,0.97,14.0,2.67,358.65,13.73,20.53,20.91
1936-11-01,17.36,0.68,0.99,14.0,2.67,368.63,14.51,21.09,21.50
1936-12-01,17.06,0.72,1.02,14.0,2.68,362.26,15.29,21.66,21.13
1937-01-01,17.59,0.73,1.05,14.1,2.68,370.87,15.39,22.14,21.62
1937-02-01,18.11,0.74,1.08,14.1,2.67,381.83,15.60,22.77,22.24
1937-03-01,18.09,0.75,1.11,14.2,2.66,378.73,15.70,23.24,22.04
1937-04-01,17.01,0.78,1.13,14.3,2.65,353.62,16.22,23.49,20.56
1937-05-01,16.25,0.81,1.15,14.4,2.64,335.48,16.72,23.74,19.47
1937-06-01,15.64,0.84,1.17,14.4,2.63,322.89,17.34,24.15,18.71
1937-07-01,16.57,0.82,1.19,14.5,2.62,339.73,16.74,24.33,19.65
1937-08-01,16.74,0.79,1.2,14.5,2.61,343.21,16.27,24.67,19.81
1937-09-01,14.37,0.77,1.22,14.6,2.6,292.60,15.68,24.84,16.85
1937-10-01,12.28,0.78,1.19,14.6,2.59,250.05,15.88,24.23,14.36
1937-11-01,11.2,0.79,1.16,14.5,2.58,229.63,16.20,23.78,13.16
1937-12-01,11.02,0.8,1.13,14.4,2.57,227.51,16.52,23.33,13.01
1938-01-01,11.31,0.79,1.08,14.2,2.56,236.78,16.61,22.54,13.51
1938-02-01,11.04,0.79,1.02,14.1,2.54,232.77,16.59,21.58,13.26
1938-03-01,10.31,0.78,0.97,14.1,2.53,217.38,16.45,20.45,12.38
1938-04-01,9.89,0.77,0.9,14.2,2.51,207.05,16.05,18.91,11.79
1938-05-01,9.98,0.75,0.84,14.1,2.49,210.42,15.88,17.64,11.99
1938-06-01,10.21,0.74,0.77,14.1,2.48,215.27,15.60,16.23,12.29
1938-07-01,12.24,0.71,0.72,14.1,2.46,258.07,15.04,15.18,14.77
1938-08-01,12.31,0.69,0.67,14.1,2.44,259.55,14.48,14.13,14.90
1938-09-01,11.75,0.66,0.62,14.1,2.43,247.74,13.92,13.07,14.28
1938-10-01,13.06,0.61,0.63,14.0,2.41,277.33,12.95,13.31,16.06
1938-11-01,13.07,0.56,0.63,14.0,2.39,277.54,11.89,13.45,16.15
1938-12-01,12.69,0.51,0.64,14.0,2.38,269.47,10.83,13.59,15.76
1939-01-01,12.5,0.51,0.66,14.0,2.36,265.43,10.90,14.09,15.60
1939-02-01,12.4,0.52,0.69,13.9,2.35,265.20,11.05,14.69,15.66
1939-03-01,12.39,0.52,0.71,13.9,2.33,264.99,11.12,15.19,15.73
1939-04-01,10.83,0.52,0.73,13.8,2.32,233.30,11.27,15.65,13.92
1939-05-01,11.23,0.53,0.74,13.8,2.31,241.92,11.35,16.01,14.50
1939-06-01,11.43,0.53,0.76,13.8,2.3,246.23,11.42,16.37,14.83
1939-07-01,11.71,0.54,0.78,13.8,2.29,252.26,11.63,16.73,15.27
1939-08-01,11.54,0.55,0.79,13.8,2.27,248.60,11.85,17.09,15.12
1939-09-01,12.77,0.56,0.81,14.1,2.26,269.24,11.81,17.08,16.45
1939-10-01,12.9,0.58,0.84,14.0,2.25,273.93,12.32,17.84,16.82
1939-11-01,12.67,0.6,0.87,14.0,2.24,269.04,12.74,18.47,16.60
1939-12-01,12.37,0.62,0.9,14.0,2.22,262.67,13.17,19.11,16.28
1940-01-01,12.3,0.62,0.93,13.9,2.21,263.07,13.33,19.89,16.38
1940-02-01,12.22,0.63,0.96,14.0,2.19,259.49,13.31,20.39,16.22
1940-03-01,12.15,0.63,0.99,14.0,2.17,258.00,13.38,21.02,16.17
1940-04-01,12.27,0.64,1.01,14.0,2.15,260.55,13.52,21.38,16.37
1940-05-01,10.58,0.64,1.02,14.0,2.12,224.66,13.66,21.73,14.14
1940-06-01,9.67,0.65,1.04,14.1,2.1,203.88,13.70,21.93,12.84
1940-07-01,9.99,0.66,1.05,14.0,2.08,212.13,13.94,22.37,13.37
1940-08-01,10.2,0.66,1.07,14.0,2.06,216.59,14.09,22.65,13.65
1940-09-01,10.63,0.67,1.08,14.0,2.04,225.72,14.23,22.93,14.21
1940-10-01,10.73,0.67,1.07,14.0,2.02,227.85,14.23,22.72,14.33
1940-11-01,10.98,0.67,1.06,14.0,1.99,233.16,14.23,22.51,14.64
1940-12-01,10.53,0.67,1.05,14.1,1.97,222.02,14.13,22.14,13.91
1941-01-01,10.55,0.67,1.05,14.1,1.95,222.44,14.20,22.21,13.90
1941-02-01,9.89,0.68,1.06,14.1,1.99,208.52,14.27,22.28,13.00
1941-03-01,9.95,0.68,1.06,14.2,2.04,208.31,14.24,22.19,12.96
1941-04-01,9.64,0.68,1.07,14.3,2.08,200.41,14.21,22.24,12.43
1941-05-01,9.43,0.69,1.08,14.4,2.12,194.68,14.18,22.30,12.04
1941-06-01,9.76,0.69,1.09,14.7,2.16,197.38,13.95,22.04,12.16
1941-07-01,10.26,0.69,1.12,14.7,2.21,207.49,14.02,22.72,12.74
1941-08-01,10.21,0.7,1.16,14.9,2.25,203.71,13.90,23.08,12.46
1941-09-01,10.24,0.7,1.19,15.1,2.29,201.60,13.78,23.43,12.28
1941-10-01,9.83,0.7,1.18,15.3,2.33,191.00,13.67,22.93,11.58
1941-11-01,9.37,0.71,1.17,15.4,2.38,180.88,13.64,22.59,10.91
1941-12-01,8.76,0.71,1.16,15.5,2.42,168.01,13.62,22.25,10.09
1942-01-01,8.93,0.7,1.12,15.7,2.46,169.09,13.32,21.21,10.10
1942-02-01,8.65,0.7,1.08,15.8,2.46,162.75,13.11,20.32,9.68
1942-03-01,8.18,0.69,1.04,16.0,2.46,151.99,12.82,19.32,9.00
1942-04-01,7.84,0.68,1.02,16.1,2.46,144.77,12.56,18.83,8.54
1942-05-01,7.93,0.67,1.0,16.3,2.46,144.63,12.22,18.24,8.51
1942-06-01,8.33,0.66,0.98,16.3,2.46,151.93,12.04,17.87,8.91
1942-07-01,8.64,0.65,0.97,16.4,2.46,156.62,11.72,17.52,9.15
1942-08-01,8.59,0.63,0.95,16.5,2.47,154.77,11.41,17.18,9.01
1942-09-01,8.68,0.62,0.94,16.5,2.47,156.39,11.17,16.94,9.08
1942-10-01,9.32,0.61,0.97,16.7,2.47,165.91,10.86,17.27,9.60
1942-11-01,9.47,0.6,1.0,16.8,2.47,167.58,10.62,17.70,9.66
1942-12-01,9.52,0.59,1.03,16.9,2.47,167.47,10.38,18.12,9.62
1943-01-01,10.09,0.59,1.04,16.9,2.47,177.49,10.38,18.35,10.15
1943-02-01,10.69,0.59,1.06,16.9,2.47,188.05,10.38,18.59,10.71
1943-03-01,11.07,0.59,1.07,17.2,2.47,191.33,10.20,18.49,10.85
1943-04-01,11.44,0.59,1.08,17.4,2.47,195.46,10.08,18.45,11.04
1943-05-01,11.89,0.59,1.09,17.5,2.47,201.98,10.02,18.52,11.36
1943-06-01,12.1,0.59,1.1,17.5,2.47,205.55,10.02,18.69,11.52
1943-07-01,12.35,0.59,1.09,17.4,2.48,211.00,10.14,18.68,11.77
1943-08-01,11.74,0.6,1.09,17.3,2.48,201.74,10.25,18.67,11.21
1943-09-01,11.99,0.6,1.08,17.4,2.48,204.85,10.25,18.45,11.34
1943-10-01,11.88,0.6,1.03,17.4,2.48,202.97,10.31,17.65,11.19
1943-11-01,11.33,0.61,0.99,17.4,2.48,193.58,10.37,16.86,10.63
1943-12-01,11.48,0.61,0.94,17.4,2.48,196.14,10.42,16.06,10.74
1944-01-01,11.85,0.61,0.94,17.4,2.48,202.46,10.48,16.00,11.05
1944-02-01,11.77,0.62,0.93,17.4,2.47,201.10,10.54,15.95,10.95
1944-03-01,12.1,0.62,0.93,17.4,2.46,206.73,10.59,15.89,11.22
1944-04-01,11.89,0.62,0.93,17.5,2.45,201.98,10.59,15.74,10.94
1944-05-01,12.1,0.63,0.92,17.5,2.44,205.55,10.65,15.69,11.10
1944-06-01,12.67,0.63,0.92,17.6,2.43,214.01,10.64,15.54,11.53
1944-07-01,13.0,0.63,0.91,17.7,2.42,218.35,10.64,15.34,11.74
1944-08-01,12.81,0.64,0.91,17.7,2.42,215.15,10.69,15.23,11.54
1944-09-01,12.6,0.64,0.9,17.7,2.41,211.63,10.75,15.12,11.33
1944-10-01,12.91,0.64,0.91,17.7,2.4,216.83,10.75,15.28,11.58
1944-11-01,12.82,0.64,0.92,17.7,2.39,215.32,10.75,15.45,11.48
1944-12-01,13.1,0.64,0.93,17.8,2.38,218.79,10.69,15.53,11.64
1945-01-01,13.49,0.64,0.94,17.8,2.37,225.30,10.74,15.70,11.96
1945-02-01,13.94,0.65,0.95,17.8,2.35,232.82,10.80,15.87,12.34
1945-03-01,13.93,0.65,0.96,17.8,2.34,232.65,10.86,16.03,12.32
1945-04-01,14.28,0.65,0.97,17.8,2.33,238.50,10.86,16.26,12.63
1945-05-01,14.82,0.65,0.99,17.9,2.31,246.13,10.80,16.39,13.04
1945-06-01,15.09,0.65,1.0,18.1,2.29,247.85,10.68,16.42,13.13
1945-07-01,14.78,0.65,1.0,18.1,2.28,242.76,10.73,16.37,12.87
1945-08-01,14.83,0.66,0.99,18.1,2.27,243.58,10.79,16.32,12.92
1945-09-01,15.84,0.66,0.99,18.1,2.25,260.17,10.84,16.26,13.80
1945-10-01,16.5,0.66,0.98,18.1,2.24,271.01,10.84,16.10,14.37
1945-11-01,17.04,0.66,0.97,18.1,2.22,279.88,10.84,15.93,14.85
1945-12-01,17.33,0.66,0.96,18.2,2.21,283.07,10.78,15.68,15.02
1946-01-01,18.02,0.67,0.94,18.2,2.19,294.35,10.89,15.35,15.62
1946-02-01,18.07,0.67,0.92,18.1,2.19,296.79,11.06,15.11,15.76
1946-03-01,17.53,0.68,0.9,18.3,2.2,284.78,11.05,14.62,15.13
1946-04-01,18.66,0.68,0.88,18.4,2.21,301.49,10.99,14.22,16.04
1946-05-01,18.7,0.68,0.86,18.5,2.21,300.50,10.93,13.82,16.01
1946-06-01,18.58,0.68,0.84,18.7,2.21,295.38,10.81,13.35,15.77
1946-07-01,18.05,0.68,0.86,19.8,2.22,271.01,10.26,12.86,14.51
1946-08-01,17.7,0.69,0.87,20.2,2.23,260.49,10.11,12.85,13.98
1946-09-01,15.09,0.69,0.89,20.4,2.23,219.90,10.06,12.97,11.84
1946-10-01,14.75,0.7,0.95,20.8,2.23,210.82,9.96,13.53,11.39
1946-11-01,14.69,0.7,1.0,21.3,2.24,205.03,9.82,14.00,11.11
1946-12-01,15.13,0.71,1.06,21.5,2.25,209.21,9.82,14.66,11.37
1947-01-01,15.21,0.71,1.13,21.5,2.25,210.31,9.86,15.62,11.47
1947-02-01,15.8,0.72,1.2,21.5,2.27,218.47,9.91,16.59,11.95
1947-03-01,15.16,0.72,1.27,21.9,2.28,205.79,9.77,17.24,11.29
1947-04-01,14.6,0.73,1.33,21.9,2.3,198.19,9.95,18.01,10.90
1947-05-01,14.34,0.75,1.38,21.9,2.31,194.66,10.14,18.78,10.73
1947-06-01,14.84,0.76,1.44,22.0,2.33,200.53,10.27,19.46,11.08
1947-07-01,15.77,0.77,1.48,22.2,2.34,211.18,10.31,19.77,11.70
1947-08-01,15.46,0.78,1.51,22.5,2.36,204.27,10.31,20.00,11.34
1947-09-01,15.06,0.79,1.55,23.0,2.38,194.66,10.21,20.03,10.83
1947-10-01,15.45,0.81,1.57,23.0,2.39,199.70,10.43,20.29,11.13
1947-11-01,15.27,0.82,1.59,23.1,2.41,196.52,10.60,20.46,10.98
1947-12-01,15.03,0.84,1.61,23.4,2.42,190.95,10.67,20.45,10.68
1948-01-01,14.83,0.84,1.64,23.7,2.44,186.02,10.58,20.61,10.42
1948-02-01,14.1,0.85,1.68,23.5,2.43,178.37,10.71,21.21,10.00
1948-03-01,14.3,0.85,1.71,23.4,2.42,181.67,10.80,21.72,10.19
1948-04-01,15.4,0.85,1.76,23.8,2.41,192.36,10.62,21.98,10.78
1948-05-01,16.15,0.85,1.81,23.9,2.4,200.89,10.57,22.51,11.24
1948-06-01,16.82,0.85,1.86,24.1,2.39,207.48,10.49,22.94,11.58
1948-07-01,16.42,0.86,1.93,24.4,2.38,200.06,10.44,23.51,11.13
1948-08-01,15.94,0.86,2.0,24.5,2.36,193.42,10.48,24.27,10.72
1948-09-01,15.76,0.87,2.07,24.5,2.35,191.23,10.56,25.12,10.55
1948-10-01,16.19,0.89,2.14,24.4,2.34,197.26,10.84,26.11,10.83
1948-11-01,15.29,0.91,2.22,24.2,2.33,187.83,11.18,27.23,10.25
1948-12-01,15.19,0.93,2.29,24.1,2.32,187.38,11.47,28.25,10.16
1949-01-01,15.36,0.95,2.32,24.0,2.31,190.26,11.73,28.74,10.25
1949-02-01,14.77,0.96,2.35,23.8,2.31,184.49,12.03,29.35,9.87
1949-03-01,14.91,0.98,2.38,23.8,2.31,186.24,12.24,29.73,9.90
1949-04-01,14.89,0.99,2.39,23.9,2.31,185.21,12.36,29.69,9.78
1949-05-01,14.78,1.01,2.39,23.8,2.31,184.62,12.57,29.90,9.69
1949-06-01,13.97,1.02,2.4,23.9,2.31,173.77,12.69,29.85,9.07
1949-07-01,14.76,1.03,2.4,23.7,2.31,185.15,12.88,30.06,9.61
1949-08-01,15.29,1.03,2.39,23.8,2.32,190.99,12.91,29.90,9.85
1949-09-01,15.49,1.04,2.39,23.9,2.32,192.68,12.94,29.73,9.88
1949-10-01,15.89,1.07,2.37,23.7,2.32,199.32,13.46,29.69,10.17
1949-11-01,16.11,1.11,2.34,23.8,2.32,201.23,13.82,29.27,10.22
1949-12-01,16.54,1.14,2.32,23.6,2.32,208.35,14.36,29.22,10.53
1950-01-01,16.88,1.15,2.34,23.5,2.32,213.54,14.55,29.56,10.75
1950-02-01,17.21,1.16,2.35,23.5,2.34,217.71,14.67,29.77,10.91
1950-03-01,17.35,1.17,2.37,23.6,2.36,218.56,14.74,29.85,10.91
1950-04-01,17.84,1.18,2.43,23.6,2.38,224.73,14.86,30.57,11.18
1950-05-01,18.44,1.19,2.48,23.7,2.4,231.31,14.93,31.15,11.46
1950-06-01,18.74,1.2,2.54,23.8,2.42,234.08,14.99,31.73,11.55
1950-07-01,17.38,1.24,2.6,24.1,2.44,214.39,15.34,32.07,10.54
1950-08-01,18.43,1.29,2.66,24.3,2.47,225.47,15.74,32.54,11.04
1950-09-01,19.08,1.33,2.72,24.4,2.49,232.47,16.20,33.14,11.34
1950-10-01,19.87,1.38,2.76,24.6,2.51,240.12,16.64,33.35,11.66
1950-11-01,19.83,1.42,2.8,24.7,2.53,238.67,17.13,33.70,11.54
1950-12-01,19.75,1.47,2.84,25.0,2.55,234.86,17.48,33.77,11.31
1951-01-01,21.21,1.49,2.84,25.4,2.57,248.25,17.40,33.20,11.90
1951-02-01,22.0,1.5,2.83,25.7,2.58,254.49,17.39,32.77,12.14
1951-03-01,21.63,1.52,2.83,25.8,2.59,249.24,17.51,32.61,11.84
1951-04-01,21.92,1.53,2.79,25.8,2.6,252.58,17.67,32.19,11.95
1951-05-01,21.93,1.55,2.76,25.9,2.61,251.72,17.75,31.64,11.86
1951-06-01,21.55,1.56,2.72,25.9,2.62,247.36,17.91,31.22,11.62
1951-07-01,21.93,1.55,2.65,25.9,2.63,251.72,17.75,30.42,11.78
1951-08-01,22.89,1.53,2.58,25.9,2.63,262.74,17.60,29.61,12.26
1951-09-01,23.48,1.52,2.51,26.1,2.64,267.44,17.31,28.59,12.44
1951-10-01,23.36,1.48,2.49,26.2,2.65,265.06,16.83,28.22,12.31
1951-11-01,22.71,1.45,2.46,26.4,2.66,255.73,16.29,27.74,11.85
1951-12-01,23.41,1.41,2.44,26.5,2.67,262.62,15.82,27.37,12.15
1952-01-01,24.19,1.41,2.43,26.5,2.68,271.37,15.86,27.22,12.53
1952-02-01,23.75,1.42,2.41,26.3,2.69,268.46,16.01,27.28,12.36
1952-03-01,23.81,1.42,2.4,26.3,2.71,269.14,16.05,27.13,12.36
1952-04-01,23.74,1.43,2.38,26.4,2.72,267.33,16.10,26.80,12.24
1952-05-01,23.73,1.44,2.36,26.4,2.73,267.22,16.22,26.58,12.20
1952-06-01,24.38,1.45,2.34,26.5,2.74,273.50,16.27,26.25,12.45
1952-07-01,25.08,1.45,2.35,26.7,2.75,279.25,16.14,26.13,12.67
1952-08-01,25.18,1.45,2.35,26.7,2.77,280.36,16.14,26.20,12.68
1952-09-01,24.78,1.45,2.36,26.7,2.78,275.91,16.14,26.28,12.43
1952-10-01,24.26,1.44,2.37,26.7,2.79,270.12,16.00,26.43,12.13
1952-11-01,25.03,1.42,2.39,26.7,2.81,278.69,15.85,26.57,12.47
1952-12-01,26.04,1.41,2.4,26.7,2.82,289.94,15.70,26.72,12.93
1953-01-01,26.18,1.41,2.41,26.6,2.83,292.59,15.76,26.93,13.01
1953-02-01,25.86,1.41,2.42,26.5,2.8,290.11,15.82,27.15,12.86
1953-03-01,25.99,1.41,2.43,26.6,2.77,290.47,15.76,27.16,12.83
1953-04-01,24.71,1.41,2.46,26.6,2.83,276.16,15.80,27.46,12.16
1953-05-01,24.84,1.42,2.48,26.7,3.05,276.58,15.77,27.65,12.14
1953-06-01,23.95,1.42,2.51,26.8,3.11,265.67,15.75,27.84,11.62
1953-07-01,24.29,1.42,2.52,26.8,2.93,269.44,15.75,27.99,11.75
1953-08-01,24.39,1.42,2.54,26.9,2.95,269.55,15.69,28.03,11.72
1953-09-01,23.27,1.42,2.55,26.9,2.87,257.17,15.69,28.18,11.14
1953-10-01,23.97,1.43,2.54,27.0,2.66,263.92,15.75,27.93,11.39
1953-11-01,24.5,1.44,2.52,26.9,2.68,270.76,15.91,27.89,11.64
1953-12-01,24.83,1.45,2.51,26.9,2.59,274.41,16.02,27.74,11.75
1954-01-01,25.46,1.46,2.52,26.9,2.48,281.37,16.10,27.89,12.00
1954-02-01,26.02,1.46,2.54,26.9,2.47,287.56,16.17,28.03,12.22
1954-03-01,26.57,1.47,2.55,26.9,2.37,293.64,16.25,28.18,12.42
1954-04-01,27.63,1.46,2.57,26.8,2.29,306.49,16.23,28.55,12.91
1954-05-01,28.73,1.46,2.6,26.9,2.37,317.51,16.10,28.70,13.31
1954-06-01,28.96,1.45,2.62,26.9,2.38,320.05,16.02,28.95,13.36
1954-07-01,30.13,1.46,2.62,26.9,2.3,332.98,16.10,28.99,13.83
1954-08-01,30.73,1.46,2.63,26.9,2.36,339.61,16.17,29.03,14.04
1954-09-01,31.45,1.47,2.63,26.8,2.38,348.87,16.31,29.17,14.36
1954-10-01,32.18,1.49,2.68,26.8,2.43,356.96,16.57,29.69,14.62
1954-11-01,33.44,1.52,2.72,26.8,2.48,370.94,16.82,30.21,15.12
1954-12-01,34.97,1.54,2.77,26.7,2.51,389.37,17.15,30.84,15.79
1955-01-01,35.6,1.55,2.83,26.7,2.61,396.38,17.22,31.55,15.99
1955-02-01,36.79,1.55,2.9,26.7,2.65,409.63,17.30,32.25,16.44
1955-03-01,36.5,1.56,2.96,26.7,2.68,406.40,17.37,32.96,16.22
1955-04-01,37.76,1.56,3.05,26.7,2.75,420.43,17.41,33.92,16.69
1955-05-01,37.6,1.57,3.13,26.7,2.76,418.65,17.44,34.89,16.52
1955-06-01,39.78,1.57,3.22,26.7,2.78,442.92,17.48,35.85,17.37
1955-07-01,42.69,1.59,3.29,26.8,2.9,473.55,17.60,36.53,18.45
1955-08-01,42.43,1.6,3.37,26.8,2.97,470.67,17.79,37.35,18.22
1955-09-01,44.34,1.62,3.44,26.9,2.97,490.02,17.90,38.02,18.84
1955-10-01,42.11,1.63,3.5,26.9,2.88,465.38,17.98,38.68,17.77
1955-11-01,44.95,1.63,3.56,26.9,2.89,496.77,18.05,39.34,18.84
1955-12-01,45.37,1.64,3.62,26.8,2.96,503.28,18.19,40.16,18.94
1956-01-01,44.15,1.67,3.64,26.8,2.9,489.74,18.52,40.41,18.29
1956-02-01,44.43,1.7,3.67,26.8,2.84,492.85,18.86,40.67,18.27
1956-03-01,47.49,1.73,3.69,26.8,2.96,526.79,19.19,40.93,19.37
1956-04-01,48.05,1.75,3.66,26.9,3.18,531.03,19.38,40.45,19.37
1956-05-01,46.54,1.78,3.63,27.0,3.07,512.43,19.56,39.97,18.54
1956-06-01,46.27,1.8,3.6,27.2,3.0,505.71,19.67,39.35,18.16
1956-07-01,48.78,1.81,3.55,27.4,3.11,529.26,19.67,38.55,18.86
1956-08-01,48.49,1.83,3.51,27.3,3.33,528.04,19.89,38.19,18.67
1956-09-01,46.84,1.84,3.46,27.4,3.38,508.21,19.96,37.54,17.84
1956-10-01,46.24,1.81,3.44,27.5,3.34,499.87,19.53,37.22,17.42
1956-11-01,45.76,1.77,3.43,27.5,3.49,494.68,19.17,37.04,17.12
1956-12-01,46.44,1.74,3.41,27.6,3.59,500.22,18.74,36.73,17.20
1957-01-01,45.43,1.74,3.41,27.6,3.46,489.34,18.71,36.69,16.72
1957-02-01,43.47,1.73,3.4,27.7,3.34,466.53,18.60,36.53,15.84
1957-03-01,44.03,1.73,3.4,27.8,3.41,470.85,18.50,36.36,15.90
1957-04-01,45.05,1.73,3.41,27.9,3.48,480.03,18.43,36.30,16.12
1957-05-01,46.78,1.73,3.41,28.0,3.6,496.68,18.37,36.24,16.60
1957-06-01,47.55,1.73,3.42,28.1,3.8,503.06,18.30,36.18,16.73
1957-07-01,48.51,1.74,3.44,28.3,3.93,509.59,18.28,36.10,16.87
1957-08-01,45.84,1.75,3.45,28.3,3.93,481.54,18.38,36.28,15.87
1957-09-01,43.98,1.76,3.47,28.3,3.92,462.00,18.49,36.45,15.16
1957-10-01,41.24,1.77,3.44,28.3,3.97,433.22,18.59,36.10,14.15
1957-11-01,40.35,1.78,3.4,28.4,3.72,422.38,18.63,35.63,13.74
1957-12-01,40.33,1.79,3.37,28.4,3.21,422.17,18.74,35.28,13.67
1958-01-01,41.12,1.78,3.29,28.6,3.09,427.43,18.54,34.23,13.79
1958-02-01,41.26,1.78,3.22,28.6,3.05,428.88,18.47,33.44,13.78
1958-03-01,42.11,1.77,3.14,28.8,2.98,434.68,18.27,32.41,13.93
1958-04-01,42.34,1.76,3.07,28.9,2.88,435.54,18.07,31.58,13.91
1958-05-01,43.7,1.74,3.0,28.9,2.92,449.53,17.93,30.86,14.32
1958-06-01,44.75,1.73,2.93,28.9,2.97,460.33,17.80,30.14,14.64
